pitch,rolldev
46.6022881283871,0.0
46.6122881283871,0.060745303624578
46.6222881283871,0.116114067663595
46.6322881283871,0.171482831702574
46.6422881283871,0.224661194332376
46.6522881283871,0.274135636198623
46.6622881283871,0.323610078064905
46.6722881283871,0.372489823915612
46.6822881283871,0.417186202839955
46.6922881283871,0.461882581764329
46.7022881283871,0.506578960688672
46.7122881283871,0.5491474420563
46.7222881283871,0.589890867202313
46.7322881283871,0.630634292348355
46.7422881283871,0.671377717494368
46.7522881283871,0.710079192365617
46.7622881283871,0.747496794900236
46.7722881283871,0.784914397434882
46.7822881283871,0.8223319999695
46.7922881283871,0.858749607324944
46.8022881283871,0.893329204221435
46.8122881283871,0.927908801117901
46.8222881283871,0.962488398014367
46.8322881283871,0.997067994910833
46.8422881283871,1.0297983682886
46.8522881283871,1.06192689713851
46.8622881283871,1.09405542598843
46.8722881283871,1.12618395483837
46.8822881283871,1.15831248368829
46.8922881283871,1.18868423937865
46.9022881283871,1.21867379478436
46.9122881283871,1.2486633501901
46.9222881283871,1.27865290559582
46.9322881283871,1.30864246100154
46.9422881283871,1.33758839453838
46.9522881283871,1.36569437459716
46.9622881283871,1.39380035465594
46.9722881283871,1.42190633471472
46.9822881283871,1.45001231477352
46.9922881283871,1.47811829483229
47.0022881283871,1.50462944019967
47.0122881283871,1.53106350818646
47.0222881283871,1.55749757617326
47.0322881283871,1.58393164416004
47.0422881283871,1.61036571214683
47.0522881283871,1.63676677120778
47.0622881283871,1.66170631400989
47.0722881283871,1.68664585681201
47.0822881283871,1.71158539961413
47.0922881283871,1.73652494241626
47.1022881283871,1.76146448521838
47.1122881283871,1.7864040280205
47.1222881283871,1.8103218891652
47.1322881283871,1.83391705038822
47.1422881283871,1.85751221161123
47.1522881283871,1.88110737283425
47.1622881283871,1.90470253405728
47.1722881283871,1.9282976952803
47.1822881283871,1.95168740472944
47.1922881283871,1.97406640232351
47.2022881283871,1.99644539991756
47.2122881283871,2.01882439751161
47.2222881283871,2.04120339510567
47.2322881283871,2.06358239269973
47.2422881283871,2.08596139029379
47.2522881283871,2.10806342455659
47.2622881283871,2.12933663169925
47.2722881283871,2.15060983884192
47.2822881283871,2.17188304598458
47.2922881283871,2.19315625312723
47.3022881283871,2.21442946026991
47.3122881283871,2.23570266741257
47.3222881283871,2.25696971959708
47.3322881283871,2.27723283862896
47.3422881283871,2.29749595766085
47.3522881283871,2.31775907669274
